,club,codeid,div,draws,english,gagainst,gscores,loss,netscore,plays,points,rank,team,wins,year
1637,上海绿地申花,SHGL,亚,9,Shanghai Greenland Shenhua,61,64,15,3,39,567.5,8,上海绿地申花,15,2017
1638,长春亚泰,CCYT,超,8,Changchun Yatai,43,47,11,4,31,462.5,9,长春亚泰,12,2017
1639,北京中赫国安,BJSBG,超,7,Beijing Sinobo Guoan,43,47,13,4,32,452.5,10,北京中赫国安,12,2017
1640,贵州恒丰智诚,GZZC,超,6,Guizhou Hengfeng Zhicheng,50,42,13,-8,31,442.5,11,贵州恒丰智诚,12,2017
1641,重庆当代力帆,CQDD,超,9,Chongqing Dangdai,41,37,13,-4,31,382.5,12,重庆当代力帆,9,2017
1642,天津泰达,TJTED,超,7,Tianjin TEDA,50,32,16,-18,32,362.5,13,天津亿利,9,2017
1643,北京人和,SNBR,甲,8,Beijing Renhe,27,51,5,24,32,355,14,北京人和,19,2017
1644,大连一方,DLYF,甲,8,Dalian Yifang,25,48,5,23,32,353.75,15,大连一方,19,2017
1645,河南建业,HAJY,超,9,Henan Jianye,48,39,15,-9,32,352.5,16,河南建业,8,2017
1646,上海申鑫,SHHY,甲,12,Shanghai Shenxin,52,65,12,13,37,331.25,17,上海申鑫,13,2017
1647,石家庄永昌,SJZEB,甲,12,Shijiazhuang Ever Bright,36,49,5,13,32,315,18,石家庄永昌,15,2017
1648,黑龙江火山鸣泉,HLLS,乙,10,Heilongjiang Lava Spring,24,66,5,42,37,313.69,19,黑龙江火山鸣泉,22,2017
1649,青岛黄海,QDHY,甲,4,Qingdao Huanghai,44,57,11,13,32,305,20,青岛黄海,17,2017
1650,深圳FC,SZZJY,甲,7,Shenzhen FC,38,58,11,20,32,275,21,深圳佳兆业,14,2017
1651,杭州绿城,ZJGT,甲,13,Hangzhou Greentown,43,37,10,-6,33,262.5,22,杭州绿城,10,2017
1652,内蒙古中优,SXJY,甲,9,Nei Mongol Zhongyou,48,44,13,-4,33,257.5,23,呼和浩特,11,2017
1653,苏州东吴,SZJF,乙,9,Suzhou Dongwu,25,43,8,18,34,254.97,24,苏州东吴,17,2017
1654,武汉卓尔,WHZL,甲,8,Wuhan Zall,42,48,10,6,31,250,25,武汉卓尔,13,2017
1655,延边富德,YBFD,超,8,Yanbian Funde,65,33,18,-32,31,250,26,延边富德,5,2017
1656,银川贺兰山,YCSYH,乙,8,Yinchuan Helanshan,28,47,9,19,35,227.5,27,宁夏山屿海,18,2017
1657,陕西长安竞技,SNCAA,乙,11,Shaanxi Athletic,17,31,6,14,32,222.67,28,陕西大秦之水,15,2017
1658,青岛中能,QDJN,乙,11,Qingdao Jonoon,19,41,5,22,32,213.22,29,青岛中能,16,2017
1659,梅州梅县铁汉,MXTH,乙,6,Meixian TecHand,36,49,10,13,32,204.58,30,梅县铁汉生态,16,2017
1660,辽宁FC,LNFC,超,6,Liaoning FC,78,33,21,-45,31,202.5,31,辽宁沈阳开新,4,2017
1661,河北精英,HEEL,乙,8,Hebei Elite,38,56,9,18,33,202.17,32,河北精英,16,2017
1662,深圳人人,SZLM,乙,5,Shenzhen Ledman,22,55,7,33,30,201.94,33,深圳雷曼,18,2017
1663,北京控股,BJEG,甲,4,Beijing Enterprises,51,43,16,-8,31,200,34,北京北控燕京,11,2017
1664,新疆天山雪豹,HBCK,甲,8,Xinjiang Tianshan Leopard,54,37,14,-17,31,190,35,新疆体彩,9,2017
1665,浙江毅腾轻纺城,DLYT,甲,9,Zhejiang Yiteng,47,36,14,-11,31,182.5,36,浙江毅腾,8,2017
1666,梅州客家,MZKJ,甲,9,Meizhou Hakka,41,33,14,-8,31,180,37,梅州客家,8,2017
1667,大连博阳,DLBY,乙,10,Dalian Boyoung,42,40,12,-2,33,176.06,38,大连博阳,11,2017
1668,保定容大,BDRD,甲,7,Baoding Rongda,52,41,16,-11,31,170,39,保定容大,8,2017
1669,大连超越,DLTR,甲,7,Dalian Transcendence,62,35,16,-27,31,170,40,大连超越,8,2017
1670,江西联盛,JJLS,乙,9,Jiangxi Liansheng,26,28,9,2,29,168.19,41,江西联盛,11,2017
1671,南通支云,NTZY,乙,6,Nantong Zhiyun,27,29,9,2,28,160.56,42,南通支云,13,2017
1672,江苏盐城鼎立,YCDL,乙,9,Yancheng DF Dingli,51,38,14,-13,33,159.44,43,盐城大丰,10,2017
1673,丽江嘉云昊,LJJYH,甲,9,Lijiang Flying Tiger,67,34,18,-33,32,150,44,丽江飞虎,5,2017
1674,成都钱宝,NJQB,乙,9,Chengdu Qianbao,27,27,9,0,28,144.72,45,成都钱宝,10,2017
1675,四川隆发,SCAPN,乙,6,Sichuan Annapurna,18,37,5,19,25,143.06,46,四川安纳普尔纳,14,2017
1676,淄博星期天,ZBSUN,丙17,2,Zibo Sunday,3,25,1,22,12,125.5,47,淄博星期天,9,2017
1677,沈阳城市,SYUB,乙,6,Shenyang Urban,21,27,8,6,25,118.33,48,沈阳城市建设,11,2017
1678,上海申梵,SHSF,乙,5,Shanghai Sunfun,64,28,18,-36,29,116.53,49,上海申梵,6,2017
1679,吉林长春百嘉,JLBJ,乙,13,Jilin Baijia,42,24,12,-18,29,115.28,50,吉林长春百嘉,4,2017
1680,肇庆恒泰,ZQHT,丙17,6,Zhaoqing Hengtai,17,25,3,8,15,109,51,肇庆恒泰,6,2017
1681,湖南湘涛,HNBL,乙,5,Hunan Billows,36,34,11,-2,25,102.78,52,湖南湘涛华莱,9,2017
1682,黑龙江中建昆仑银行,QQNW,丙17,3,Qiqihar Zhongjian,5,19,1,14,11,102,53,齐齐哈尔中建商砼,7,2017
1683,延边北国,YBBG,丙17,2,Yanbian Beiguo,11,22,2,11,11,94,54,延边北国,7,2017
1684,安徽合肥桂冠,AHFGG,丙17,4,Anhui Hefei Guiguan,8,15,2,7,11,92.25,55,安徽桂冠,5,2017
1685,上海嘉定博击,SHBK,丙17,3,Shanghai Boo King,10,8,4,-2,9,83.75,56,上海嘉定城发,2,2017
1686,北京理工,BJBIT,乙,8,Beijing BIT,35,30,11,-5,25,81.389,57,北京理工,6,2017
1687,武汉楚风合力业余,WHCH,丙17,4,Wuhan Chufeng Heli,17,26,2,9,11,78,58,武汉楚风合力,5,2017
1688,上海聚运动,SHJJS,乙,7,Shanghai Jujusports,36,19,13,-17,25,76.25,59,上海聚运动,5,2017
1689,海南博盈,HNSM,乙,4,Hainan Boyin,35,17,15,-18,25,74.722,60,海口博盈,6,2017
1690,拉萨城投,LSCCI,丙17,2,Lhasa City Construction I.,7,14,4,7,10,59,61,西藏城投,4,2017
1691,福建天信,FJTX,丙17,2,Fujian Tianxin,7,10,2,3,8,58,62,福建天信,4,2017
1692,上海华交,SHHJ,民,0,Shanghai Huajiao,1,20,0,19,5,57,63,上海华交/华交海员,5,2017
1693,杭州吴越钱唐,HZWYQT,丙17,2,Hangzhou Wu Yue Qiantang,7,17,2,10,7,51,64,杭州吴越钱唐,3,2017
1694,湖南体彩,HNTC,民,2,Hunan Ticai,10,12,1,2,6,50,65,湖南体彩,3,2017
1695,柳州远道,LZRK,丙17,3,Liuzhou Ranko,8,9,1,1,6,49,66,柳州远道,2,2017
1696,沈阳东进,SYDJ,乙,7,Shenyang Dongjin,42,13,18,-29,27,47.778,67,沈阳东进,2,2017
1697,大连龙卷风,DLTO,丙17,2,Dalian Tornado,11,17,3,6,8,47,68,大连龙卷风,3,2017
1698,青岛鲲鹏,QDKP,资18,1,Qingdao Kunpeng,2,8,0,6,4,45.5,69,青岛鲲鹏,3,2017
1699,大连统顺建设,DLTS,资18,2,Dalian Tongshun,4,9,0,5,4,44,70,大连统顺建设,2,2017
1700,深圳鹏城协和辉,SZPCX,丙17,1,Shenzhen Pengcheng,8,10,1,2,5,42.25,71,深圳鹏城协和辉,3,2017
1701,营口超越,YKCY,民,0,Yingkou Chaoyue,14,22,1,8,5,39,72,营口超越,4,2017
1702,镇江文旅华萨,ZJHS,乙,5,Zhenjiang C&T Huasa,52,22,18,-30,25,38.889,73,镇江文旅,2,2017
1703,海南万宁鼎力,WNFH,资18,3,Hainan Wanning Dingli Feihu,6,8,1,2,6,36.5,74,海南万宁鼎力飞虎,2,2017
1704,南京沙叶,NJSY,丙17,1,Nanjing Saye,8,11,2,3,6,36,75,南京沙叶,3,2017
1705,四川九牛,SCY.,丙17,2,Sichuan Jiuniu,5,14,1,9,5,34.25,76,四川九牛,2,2017
1706,包头南郊,BTNJ,乙,2,Baotou Nanjiao,63,19,23,-44,27,34.444,77,包头鹿城草上飞,2,2017
1707,呼和浩特华鹰,HHHY,民,1,Hohhot Huaying,14,14,1,0,5,33,78,呼市华鹰,3,2017
1708,青岛康太源商砼,QDKTY,丙17,2,Qingdao Kangtine,8,13,2,5,6,30.5,79,青岛康太源商砼,2,2017
1709,杭州安格,HZZP,资17,0,Hangzhou Ange,7,6,2,-1,4,30,80,杭州安格,2,2017
1710,青海庄伯,QHZB,丙17,3,Qinghai Zhuangbo,2,18,0,16,7,30,81,青海庄伯,4,2017
1711,大连瑞恒,DLRH,丙17,0,Dalian Ruiheng,11,6,3,-5,5,28,82,大连瑞恒,2,2017
1712,黑龙江田丰油化,DQTF,资17,2,Heilongjiang Tianfeng,2,3,1,1,4,27.5,83,黑龙江田丰昆仑银行,1,2017
1713,西安南之秦巴马生泉,XASQ,丙17,0,Xi'an South Qin,19,7,3,-12,5,24,84,西安南之秦巴马生泉,2,2017
1714,广州国体,GZGT,丙17,1,Guangzhou Guoti,3,6,1,3,4,22,85,广州国体茵超,2,2017
1715,天津中国青建,TJCNQC,民,0,Tianjin China QD Construction,10,13,2,3,4,21,86,天津中国青建,2,2017
1716,西安易联,XAEL,民,0,Xi'an Exalion,9,11,2,2,4,21,87,西安易联电子,2,2017
1717,浙江大成,ZJDC,丙17,2,Zhejiang Dacheng,9,5,2,-4,5,20,88,浙江大成,1,2017
1718,湖北华创,HBHC,丙17,0,Hubei Huachuang,15,6,4,-9,5,19,89,湖北华创,1,2017
1719,贵州遵义海航怀酒,ZYHJ,资18,1,Zunyi Haihang Huaijiu,7,1,2,-6,4,18.5,90,遵义海航怀酒,1,2017
1720,宁波大榭银博,NBQA,丙17,0,Ningbo Yinbo,3,4,1,1,3,18,91,宁波大榭银博,2,2017
1721,青岛红狮,QDRL,丙17,0,Qingdao Red Lions,2,11,1,9,3,17.5,92,青岛红狮FORTSCHRITT,2,2017
1722,河北信友,HECZL,丙17,2,Hebei Lion,2,7,0,5,3,15,93,河北信友,1,2017
1723,淄博齐鹰滨港东辰,BZDC,丙17,1,Bingzhou Dongchen,8,7,2,-1,4,14.5,94,滨港东辰,1,2017
1724,四川昭觉拉莫,ZJLM,民,0,Zhaojue lamo,7,5,0,-2,2,14,95,四川昭觉拉莫,2,2017
1725,丽江源亨,LJYH,民,1,Lijiang Yuanheng,2,7,1,5,3,14,96,丽江源亨,1,2017
1726,山西至盛,TYZS,民,1,Shanxi Zhisheng,3,5,1,2,3,14,97,山西至盛/太原东瑞至盛,1,2017
1727,南昌市红谷滩特能,NCHGT,资18,1,Nanchang Honggutan Teneng,4,5,1,1,3,14,98,南昌红谷滩,1,2017
1728,重庆劲浪,CQHWS,资18,0,Chongqing High Wave Spotrs,11,8,3,-3,4,13,99,重庆劲浪,1,2017
1729,甘肃精远,GSJY,民,1,Gansu Jingyuan,0,6,0,6,2,12,100,甘肃精远,1,2017
1730,昆明东远,KMDY,丙17,0,Kunming Dongyuan,10,10,3,0,4,12,101,昆明东远,1,2017
1731,内蒙古赤峰红山郡,CFHSS,丙17,0,Chifeng Hongshan Shire,9,2,3,-7,4,12,102,赤峰红山郡,1,2017
1732,广州昊昕,GDHX,资18,0,Guangzhou Haoxin,0,2,0,2,1,10,103,广州昊昕,1,2017
1733,深圳星梦阳光易运体育,SZXY,丙17,0,Shenzhen Xingmeng Yangguang,2,7,1,5,2,10,104,深圳星梦阳光,1,2017
1734,宁夏三园北方乳业,NXNDS,丙17,0,Ningxia North Dairy Sanyuan,3,5,1,2,2,10,105,宁夏三园北方乳业,1,2017
1735,青岛天赢,QDMDS,民,0,Qingdao Madison,3,4,1,1,2,10,106,青岛天赢股份/麦迪绅,1,2017
1736,沈阳卓为,SYZW,丙17,0,Shenyang Zhuowei,3,4,1,1,2,10,107,沈阳卓为,1,2017
1737,大连华亿,DLHY,民,0,Dalian Huayi,3,4,1,1,2,10,108,大连华亿,1,2017
1738,天津彬泰顺,TJBTS,丙17,0,Tianjin Bintaishun,2,3,1,1,2,10,109,天津彬泰顺,1,2017
1739,厦门联创世纪,XMLCC,丙17,0,Xiamen Lianchuang Century,2,2,1,0,2,10,110,厦门联创世纪,1,2017
1740,北京大地赛德,BJDDS,民,0,Beijing DD.Side,7,6,1,-1,2,10,111,北京大地赛德,1,2017
1741,重庆笛凯机电,CQDK,丙17,0,Chongqing Dikai,7,5,1,-2,2,10,112,重庆笛凯机电,1,2017
1742,洛阳旅发,LYTD,丙17,0,Luoyang Tourism Development,5,4,2,-1,3,10,113,洛阳旅发,1,2017
1743,沈阳城市公用,SYCGY,资18,0,Shenyang City Gongyong,3,0,2,-3,2,9,114,沈阳城市公用,0,2017
1744,沈阳西成,SYWW,丙17,0,Shenyang West Winner,8,3,3,-5,3,8.5,115,沈阳西成,0,2017
1745,包头泛蒙,BTFM,资18,0,Baotou Fanmeng,0,5,0,5,1,8,116,包头泛蒙,1,2017
1746,宁夏恒巨达小贷,NXHJD,民,0,Ningxia Hengjuda,5,7,1,2,2,8,117,宁夏恒巨达小贷,1,2017
1747,长白山管委会,CBMMC,民,0,Changbai Mountain MC,6,7,1,1,2,8,118,长白山管委会,1,2017
1748,福建恒业·上街青年,FJHSY,民,0,Fujian Hengye Shangjie Youth,6,7,1,1,2,8,119,福建恒业·上街青年,1,2017
1749,池州红方印,CZHFY,民,0,Chizhou Hongfangyin,8,4,1,-4,2,8,120,池州红方印,1,2017
1750,日照宇启,RZYQ,资17,1,Rizhao Yuqi,8,5,2,-3,3,7.5,121,日照宇启,0,2017
1751,西安蔡伦纸业,XACLP,民,1,Xi'an Cailun Paper,7,3,1,-4,2,7,122,西安蔡伦纸业,0,2017
1752,武汉火车头,WHHCT,民,1,Wuhan Locomotive,8,6,1,-2,2,5,123,武汉火车头,0,2017
1753,通辽科尔沁蓝奥,TLHLA,丙17,1,Tongliao Horqin Lan'ao,3,0,1,-3,2,5,124,通辽蓝奥,0,2017
1754,辽宁君辉,LNJH,丙17,1,Liaoning Junhui,3,0,1,-3,2,5,125,辽宁君辉,0,2017
1755,四川锦官城,SCJGC,丙17,1,Sichuan Jinguancheng,6,1,1,-5,2,5,126,四川锦官城,0,2017
1756,济南大友,JNDY,资18,0,Jinan Dayou,0,0,0,0,0,4,127,济南大友,0,2017
1757,青岛中青英联,JMEU,资18,0,Qingdao Jimo Elite United,0,0,0,0,0,4,128,青岛中青英联,0,2017
1758,大连湾,DLWQG,资18,0,Dalianwan,0,0,0,0,0,4,129,大连湾,0,2017
1759,长治大力水手,CZPOPE,资18,0,Changzhi Popeye,0,0,0,0,0,4,130,长治大力水手,0,2017
1760,常州天山石化,CZTSP,资18,0,Changzhou Tianshan Petrochemical,0,0,0,0,0,4,131,常州天山石化,0,2017
1761,成都德驰,CDDC,民,1,Chengdu Dechi,2,2,0,0,1,4,132,成都德驰,0,2017
1762,无锡金阳,WXYY,丙17,0,Wuxi Yunlin Yinyang,4,1,2,-3,2,2.5,133,无锡耘林银阳,0,2017
1763,湛江狂狼,LZCW,丙17,0,Zhanjiang Crazy Wolf,4,1,2,-3,2,2.5,134,湛江狂狼,0,2017
1764,武汉博发,WHBF,丙17,0,Wuhan Bofa,6,2,2,-4,2,2.5,135,武汉博发泽越,0,2017
1765,大庆帅通科技,DQST,丙17,0,Daqing Shuaitong,5,1,2,-4,2,2.5,136,大庆帅通科技,0,2017
1766,青海红花三江沃土,QHHH,丙17,0,Qinghai Honghua,7,2,2,-5,2,2.5,137,青海红花三江沃土,0,2017
1767,上海永太(长春),CCSYT,丙17,0,Changchun Shanghai Yongtai,10,2,2,-8,2,2.5,138,长春上海永太,0,2017
1768,西安安馨园,XAAXY,丙17,0,Xi'an Anxinyuan,8,0,2,-8,2,2.5,139,西安安馨园,0,2017
1769,厦门天宇,XMTY,丙17,0,Xiamen Tianyu,11,0,2,-11,2,2.5,140,厦门天宇,0,2017
1770,凭祥雄鹰祥祥国际,PXXY,丙17,0,Pingxiang Eagle,14,0,2,-14,2,2.5,141,凭祥雄鹰祥祥国际,0,2017
1771,河南东方今典,HAOC,丙17,0,Henan Oriental Classic,15,2,3,-13,3,2.5,142,河南东方今典,0,2017
1772,晋中晋之虎,JZJT,丙17,0,Jinzhong Jin Tiger,16,0,3,-16,3,2.5,143,晋中晋之虎派迪茵,0,2017
1773,信阳市申发,XYSF,民,0,Xinyang Shengfa,3,2,1,-1,1,2,144,信阳农商银行,0,2017
1774,厦门南熏,XMJMCY,资18,0,Xiamen Nanxun,2,1,1,-1,1,2,145,厦门南熏,0,2017
1775,贵阳红润化工,GZHRC,资18,0,Guiyang Hongrun Chemical,5,3,1,-2,1,2,146,贵阳红润化工,0,2017
1776,南京智度亦复,NJ1F,资18,0,Nanjing 1Fusion,2,0,1,-2,1,2,147,南京智度亦复,0,2017
1777,苏州吴中集团中元,SZWZY,资18,0,Suzhou Wuzhong Zhongyuan,2,0,1,-2,1,2,148,苏州中元,0,2017
1778,东风本田汽车武汉,WHDH,资18,0,Wuhan Dongfeng Honda,5,0,1,-5,1,2,149,武汉东风本田,0,2017
1779,运城老伙计,YCLHJ,资18,0,Yuncheng Laohuoji,5,0,1,-5,1,2,150,运城老伙计,0,2017
1780,酉阳桃花源,YYTHY,民,0,Youyang Taohuayuan,6,0,1,-6,1,2,151,重庆酉阳桃花源,0,2017
1781,扬州扬恩,YZYE,民,0,Yangzhou Yang'en,5,2,2,-3,2,2,152,江苏扬恩/扬恩文化,0,2017
1782,济南泸州老窖,JNLZLJ,民,0,Jinan Luzhou Laojiao,13,2,2,-11,2,2,153,济南泸州老窖,0,2017
1783,青海海南州都秀琼雅,HNDXTP,民,0,Hainan Douxiu Tribe Products,12,0,2,-12,2,2,154,青海海南州,0,2017
1784,厦门派阁,XMPG,民,0,Xiamen Paige,17,2,2,-15,2,2,155,厦门派阁,0,2017
